importateur,npa,commune,canton,litres_rouge,litres_blanc,litres_total,noga_code,noga_label,commentaire,groupe,pays
DivinEmozioni di Ranieri Angela,6648,Minusio,TI,1115.0,659.0,1774.0,,,,,CH
Marnix SA,2525,Le Landeron,BE,1706.0,68.0,1774.0,,,,,CH
Fondation Les Marronniers,1224,Chêne-Bougeries,GE,1602.0,171.0,1773.0,,,,,CH
Weinflair GmbH,3007,Bern,BE,873.0,896.0,1769.0,,,,,CH
Vinopaolo AG,3603,Thun,BE,785.0,977.0,1762.0,,,,,CH
WXF Sàrl,1095,Lutry,VD,1761.0,0.0,1761.0,,,,,CH
la Peppina AG,3177,Laupen BE,BE,1215.0,544.0,1759.0,,,,,CH
wine selection one Martin Jeitler-Gamma,8173,Neerach,ZH,1351.0,401.0,1752.0,,,,,CH
Eduard Meyer & Co. AG,6260,Reiden,LU,1463.0,288.0,1751.0,,,,,CH
Italian Quality SA,1227,Carouge,GE,1184.0,563.0,1747.0,,,,,CH
LCK INVEST SA,1806,St-Légier-La Chiésaz,VD,1497.0,250.0,1747.0,,,,,CH
Pagliaccio il Torkio Weinimport,8400,Winterthur,ZH,1026.0,720.0,1746.0,,,,,CH
Dana S.A.,1800,Vevey,VD,1473.0,270.0,1743.0,,,,,CH
SR Trading GmbH,4312,Magden,AG,1243.0,495.0,1738.0,,,,,CH
Der Italiener Immobilien AG,6370,Stans,NW,1302.0,432.0,1734.0,,,,,CH
Molnar Wein Selection,4562,Biberist,SO,1094.0,635.0,1729.0,,,,,CH
Susanne M. Staub Seinundwein,6330,Cham,ZG,1211.0,518.0,1729.0,,,,,CH
MONTIWEIN Simões Rodrigues,3018,Bern,BE,1728.0,0.0,1728.0,,,,,CH
Wenger Vins SA,4051,Basel,BS,509.0,1215.0,1724.0,,,,,CH
ILLIEN'S - Weinimport,5330,Bad Zurzach,AG,1568.0,153.0,1721.0,,,,,CH
Jan Weisskopf AG,5412,Gebenstorf,AG,886.0,835.0,1721.0,,,,,CH
Best Wines & More titulaire Lafon,1268,Burtigny,VD,1430.0,290.0,1720.0,,,,,CH
aquabasilea AG,4133,Pratteln,BL,0.0,1710.0,1710.0,,,,,CH
S8 Sonja Dellapina,6314,Unterägeri,ZG,1153.0,551.0,1704.0,,,,,CH
Lucas Beck GmbH,5637,Beinwil (Freiamt),AG,909.0,792.0,1701.0,,,,,CH
GAY-VINS,1483,Montet (Broye),FR,1044.0,657.0,1701.0,,,,,CH
Auto-Trading SA,2345,Les Breuleux,NE,1697.0,0.0,1697.0,,,,,CH
DAPHNE CABARET SA,1091,Grandvaux,VD,1460.0,234.0,1694.0,,,,,CH
Cantina del Borgo SA,1913,Saillon,VS,1130.0,554.0,1684.0,,,,,CH
Waldthaler,8835,Feusistag,SZ,927.0,731.0,1658.0,,,,,CH
sobriovini GmbH,9633,Hemberg,SG,1138.0,517.0,1655.0,,,,,CH
Winfluencer GmbH,6064,Kerns,OW,1019.0,636.0,1655.0,,,,,CH
Colorcomcenter GmbH,9547,Wittenwil,TG,1312.0,337.0,1649.0,,,,,CH
Kreavita Home Design AG,6203,Sempach Station,LU,1649.0,0.0,1649.0,,,,,CH
vinvino AG,3011,Bern,BE,765.0,882.0,1647.0,,,,,CH
Ramun Schweizer,7536,Sta. Maria Val Müstair,GR,1080.0,560.0,1640.0,,,,,CH
Cianelli Wines,8810,Horgen,ZH,1010.0,624.0,1634.0,,,,,CH
Induwine Sàrl,1009,Pully,VD,1454.0,180.0,1634.0,,,,,CH
Wein im Keller GmbH,8004,Zürich,ZH,893.0,740.0,1633.0,,,,,CH
Barrique 13 GmbH,8903,Birmensdorf ZH,ZH,902.0,730.0,1632.0,,,,,CH
Premium Trade (Swiss) Sarl,8853,Lachen SZ,SZ,630.0,1001.0,1631.0,,,,,CH
fg-company gmbh,8532,Weiningen TG,TG,1625.0,0.0,1625.0,,,,,CH
Holy Chips Genève Sàrl,1205,Genève,GE,1149.0,472.0,1621.0,,,,,CH
Vinovision - Stefan Jost,8152,Opfikon,ZH,450.0,1171.0,1621.0,,,,,CH
Monte Odina Suiza GmbH,8750,Glarus,GL,1620.0,0.0,1620.0,,,,,CH
DJP Import Sàrl,1023,Crissier,VD,1080.0,540.0,1620.0,,,,,CH
TIMME Import titulaire Isabelle,1306,Daillens,VD,1064.0,551.0,1615.0,,,,,CH
Bijouterie L'eleganza,4900,Langenthal,BE,1067.0,540.0,1607.0,,,,,CH
Emanuele Caribotti,6648,Minusio,TI,908.0,697.0,1605.0,,,,,CH
Synpart Sàrl,1660,Château-d'Oex,FR,1418.0,185.0,1603.0,,,,,CH
Arsène et ses vins Sàrl M. Périnat,1028,Préverenges,VD,1339.0,261.0,1600.0,,,,,CH
Maison Libre GmbH,8915,Hausen am Albis,ZH,450.0,1149.0,1599.0,,,,,CH
Huaca Sàrl,1745,Lentigny,FR,1136.0,461.0,1597.0,,,,,CH
feelwine GmbH,4658,Däniken SO,SO,1303.0,293.0,1596.0,,,,,CH
Angela Targhetta Suarez,6047,Kastanienbaum,LU,1011.0,581.0,1592.0,,,,,CH
Glen Fahrn AG,9402,Mörschwil,SG,1276.0,315.0,1591.0,,,,,CH
Hellas - Import GmbH,9203,Niederwil,SG,1060.0,524.0,1584.0,,,,,CH
Cielo del Vino Weinhandels GmbH,8260,Stein am Rhein,SH,1394.0,182.0,1576.0,,,,,CH
Tia Butia GmbH,7512,Champfèr,GR,908.0,657.0,1565.0,,,,,CH
Matt Wine Sagl,6825,Capolago,TI,629.0,936.0,1565.0,,,,,CH
vinoteca bar-olo,6383,Dallenwil,NW,1322.0,243.0,1565.0,,,,,CH
Ofélia GmbH,8406,Winterthur,ZH,759.0,801.0,1560.0,,,,,CH
Ancrage Sàrl,1042,Assens,VD,755.0,804.0,1559.0,,,,,CH
LES NECTARS DIVINS à Montbéliard,2900,Porrentruy,JU,1308.0,250.0,1558.0,,,,,CH
Limited Cellars Sàrl,1173,Féchy,VD,659.0,896.0,1555.0,,,,,CH
Park Hotel Vitznau Weinarchiv AG,6354,Vitznau,LU,781.0,764.0,1545.0,,,,,CH
Therra Vini Sagl,6830,Chiasso,TI,1544.0,0.0,1544.0,,,,,CH
Ciao Bella Ciao GmbH,4057,Basel,BS,324.0,1220.0,1544.0,,,,,CH
Bevanar & Dorga SA,1228,Plan-les-Ouates,GE,1536.0,0.0,1536.0,,,,,CH
Vinomare Rützler,8912,Obfelden,ZH,1215.0,320.0,1535.0,,,,,CH
bouiboui.vin s.a.r.l.,8048,Zürich,ZH,1320.0,212.0,1532.0,,,,,CH
SALESA SA,6855,Stabio,TI,338.0,1190.0,1528.0,,,,,CH
Michel Weinimport,3855,Brienz BE,BE,1301.0,225.0,1526.0,,,,,CH
Mucci Weine GmbH,8155,Niederhasli,ZH,995.0,527.0,1522.0,,,,,CH
SHELBY Sàrl,1227,Carouge,GE,997.0,512.0,1509.0,,,,,CH
PHBS Consulting GmbH,1700,Fribourg,FR,548.0,958.0,1506.0,,,,,CH
Grand Cru AG,7500,St. Moritz,GR,441.0,1061.0,1502.0,,,,,CH
LPBCJ SNC,1932,Bovernier,VS,968.0,533.0,1501.0,,,,,CH
IVM Henseler,9320,Arbon,TG,1100.0,401.0,1501.0,,,,,CH
UVA Distribution Sàrl,1003,Lausanne,VD,1500.0,0.0,1500.0,,,,,CH
La Cave de Gael Sàrl,2400,Le Locle,NE,1152.0,346.0,1498.0,,,,,CH
Gattlen's Weine GmbH,6460,Altdorf UR,UR,645.0,852.0,1497.0,,,,,CH
MALGIOGLIO SA,1217,Meyrin,GE,1494.0,0.0,1494.0,,,,,CH
Staila AG,7533,Fuldera,GR,1175.0,315.0,1490.0,,,,,CH
Nectra Food SA,1033,Cheseaux-Lausanne,VD,1211.0,279.0,1490.0,,,,,CH
Osteria Enoteca Ferriroli SA,6646,Contra,TI,1481.0,0.0,1481.0,,,,,CH
Wein & Olivenölhandel Costantino,3114,Wichtrach,BE,1049.0,432.0,1481.0,,,,,CH
VECOM AG,6280,Hochdorf,LU,1238.0,243.0,1481.0,,,,,CH
HELLENIC WINES Gastronomie & Weine,6003,Luzern,LU,866.0,608.0,1474.0,,,,,CH
Vins Boitel,8117,Fällanden,ZH,1068.0,405.0,1473.0,,,,,CH
La Lagune Diffusion Sàrl,1897,Le Bouveret,VS,978.0,487.0,1465.0,,,,,CH
RENOVIWA GmbH,4323,Wallbach,AG,320.0,1134.0,1454.0,,,,,CH
Jörg Wiedermann Pforzheim/DE,8610,Uster,ZH,790.0,659.0,1449.0,,,,,CH
Epicurieux Suisse Sàrl,1205,Genève,GE,821.0,624.0,1445.0,,,,,CH
Alma Gastronomie SA,1008,Prilly,VD,1307.0,135.0,1442.0,,,,,CH
Stier & Löwe GmbH,6330,Cham,ZG,901.0,540.0,1441.0,,,,,CH
Barbarossa GmbH,8700,Küsnacht ZH,ZH,315.0,1125.0,1440.0,,,,,CH
Da Vinci Oliveoil GmbH,8357,Guntershausen bei Aadorf,TG,720.0,720.0,1440.0,,,,,CH
Belli Selection,8057,Zürich,ZH,637.0,797.0,1434.0,,,,,CH
"Gilles BOGAERTS ""20G""",1227,Carouge,GE,1184.0,248.0,1432.0,,,,,CH
Prophil AG,3652,Hilterfingen,BE,1110.0,315.0,1425.0,,,,,CH
VdAW Handels AG,6340,Baar,ZG,636.0,785.0,1421.0,,,,,CH
Ottavio Danieli AG,8304,Wallisellen,ZH,1058.0,360.0,1418.0,,,,,CH
CSG Services Sàrl,1020,Renens VD,VD,1418.0,0.0,1418.0,,,,,CH
1275 SA,1207,Genève,GE,1108.0,304.0,1412.0,,,,,CH
Vinum Verum GmbH,8105,Regensdorf,ZH,1140.0,270.0,1410.0,,,,,CH
TERROIR-ist Yacin's Wein AG,6312,Steinhausen,ZG,414.0,995.0,1409.0,,,,,CH
Chambre de Commerce et d'Industrie,1211,Genève,GE,1404.0,0.0,1404.0,,,,,CH
W-IMPORT SA,1260,Nyon,VD,1078.0,322.0,1400.0,,,,,CH
ONE WAY WINES di Elisa Maliandi,6648,Minusio,TI,1187.0,208.0,1395.0,,,,,CH
PEDRINI VINI SA,6760,Faido,TI,962.0,427.0,1389.0,,,,,CH
ILIRIA WINE GmbH,6343,Rotkreuz,ZG,1386.0,0.0,1386.0,,,,,CH
Solo Handels AG,4513,Langendorf,SO,1350.0,33.0,1383.0,,,,,CH
Eichmann Cantina Collina d'oro,8212,Neuhausen,SH,1355.0,27.0,1382.0,,,,,CH
Reifgenuss GmbH,5400,Baden,AG,0.0,1377.0,1377.0,,,,,CH
Isratrade and Tours GmbH,4127,Birsfelden,BL,926.0,450.0,1376.0,,,,,CH
Ultramarinos GmbH,8032,Zürich,ZH,746.0,629.0,1375.0,,,,,CH
Bergemann`s Genuss GmbH,6074,Giswil,OW,788.0,585.0,1373.0,,,,,CH
Candreja Weine + Getränke AG,7151,Schluein,GR,1229.0,144.0,1373.0,,,,,CH
Getränke-Express Josef Mali Anstalt,9491,Ruggell,FL,560.0,810.0,1370.0,,,,,LI
Gehri Gastronomie GmbH,7277,Davos Glaris,GR,726.0,642.0,1368.0,,,,,CH
W&R Loureiro Vieira,1227,Carouge,GE,1136.0,227.0,1363.0,,,,,CH
Connvino G. Casty,7017,Flims Dorf,GR,1272.0,90.0,1362.0,,,,,CH
Squadra Violi GmbH,4056,Basel,BS,0.0,1350.0,1350.0,,,,,CH
Stienie Chédel Wings Kap Kaai,1217,Meyrin,GE,1006.0,344.0,1350.0,,,,,CH
Alimentation du Léman Sàrl,1216,Cointrin,GE,1350.0,0.0,1350.0,,,,,CH
MY WATER SA,1279,Chavannes-de-Bogis,VD,1350.0,0.0,1350.0,,,,,CH
Kevin Sabry Business Gate,1090,La Croix (Lutry),VD,1350.0,0.0,1350.0,,,,,CH
D. Knobel Trading,8852,Altendorf,SZ,1179.0,171.0,1350.0,,,,,CH
Farnsburg Erlebnis AG,4466,Ormalingen,BL,454.0,892.0,1346.0,,,,,CH
Tucanexport GmbH,6340,Baar,ZG,1065.0,281.0,1346.0,,,,,CH
Brack.ch AG,5506,Mägenwil,AG,784.0,560.0,1344.0,,,,,CH
JPS IMPORT PÂT. Sàrl,1202,Genève,GE,902.0,441.0,1343.0,,,,,CH
L'angolo Vona,5430,Wettingen,AG,1112.0,225.0,1337.0,,,,,CH
Il cantiniere goloso di Deborah,6512,Giubiasco,TI,721.0,608.0,1329.0,,,,,CH
Ati Group GmbH,6014,Luzern,LU,536.0,792.0,1328.0,,,,,CH
Ti-gel Sagl,6855,Stabio,TI,1268.0,59.0,1327.0,,,,,CH
Evino GmbH,8708,Männedorf,ZH,870.0,456.0,1326.0,,,,,CH
Claude Piccand,1564,Domdidier,VD,1325.0,0.0,1325.0,,,,,CH
Enoteca di Berna GmbH,3011,Bern,BE,1323.0,0.0,1323.0,,,,,CH
Keller Weinhandel GmbH,8117,Fällanden,ZH,495.0,828.0,1323.0,,,,,CH
CASINO' ADMIRAL SA,6850,Mendrisio,TI,780.0,540.0,1320.0,,,,,CH
Crolux Andrijana Kedmenec,9050,Appenzell,AR,1175.0,144.0,1319.0,,,,,CH
Colicchio Vini,6300,Zug,ZG,981.0,333.0,1314.0,,,,,CH
Thomas Juchli Vins du Sud,6022,Grosswangen,LU,1017.0,297.0,1314.0,,,,,CH
einfachwein GmbH,4051,Basel,BS,779.0,534.0,1313.0,,,,,CH
deraisin SA,2300,La Chaux-de-Fonds,NE,690.0,621.0,1311.0,,,,,CH
Pontet Partners GmbH,6300,Zug,ZG,986.0,324.0,1310.0,,,,,CH
Pauk & Partner GmbH,8942,Oberrieden,ZH,1040.0,270.0,1310.0,,,,,CH
GrapeFactory GmbH,8802,Kilchberg ZH,ZH,935.0,372.0,1307.0,,,,,CH
Genussvoll Essen Reisen Trinken,6047,Kastanienbaum,LU,945.0,360.0,1305.0,,,,,CH
DEBEL'Sàrl,2123,St-Sulpice NE,NE,1176.0,122.0,1298.0,,,,,CH
Cave Viard,8304,Wallisellen,ZH,536.0,761.0,1297.0,,,,,CH
JOBST INTERNATIONAL CONSULTING di,6962,Viganello,TI,1184.0,113.0,1297.0,,,,,CH
Markus Breuer Consulting,6300,Zug,ZG,837.0,459.0,1296.0,,,,,CH
Cacis Mühle GmbH,3506,Grosshöchstetten,BE,618.0,675.0,1293.0,,,,,CH
L'aurora Sàrl,1207,Genève,GE,545.0,743.0,1288.0,,,,,CH
KHOURY Vins Sàrl,1081,Montpreveyres,VD,1247.0,41.0,1288.0,,,,,CH
GPE20 SAGL,6535,Roveredo GR,GR,701.0,587.0,1288.0,,,,,CH
Linea Bio Verde di Cattori & Figlio,6593,Cadenazzo,TI,824.0,462.0,1286.0,,,,,CH
kommerce GmbH,9230,Flawil,SG,1112.0,171.0,1283.0,,,,,CH
Diego Macoritto,2300,La Chaux-de-Fonds,NE,1058.0,225.0,1283.0,,,,,CH
A. Di Nardo,5430,Wettingen,AG,1283.0,0.0,1283.0,,,,,CH
SL & Co. Wine AG,7500,St. Moritz,GR,585.0,695.0,1280.0,,,,,CH
Alba Impex SNC,1208,Genève,GE,768.0,507.0,1275.0,,,,,CH
asrevar tM. Portmann,1726,Farvagny-le-Grand,FR,1008.0,257.0,1265.0,,,,,CH
CZ WEIN ZAVRELOVÁ,8055,Zürich,ZH,708.0,555.0,1263.0,,,,,CH
Lengen & Partner AG,6062,Wilen (Sarnen),OW,1163.0,99.0,1262.0,,,,,CH
Charles Hofer SA,1660,Château-d'Oex,FR,810.0,450.0,1260.0,,,,,CH
weinzirkel.ch GmbH,6130,Willisau,LU,1140.0,117.0,1257.0,,,,,CH
Hofwyler Wy-Chäller,3053,Münchenbuchsee,BE,947.0,308.0,1255.0,,,,,CH
Genussreise GmbH,3063,Ittigen,BE,702.0,549.0,1251.0,,,,,CH
Butty vins,1093,La Conversion,VD,1110.0,140.0,1250.0,,,,,CH
Les Férus Sàrl,1207,Genève,GE,786.0,462.0,1248.0,,,,,CH
VinSale AG,5012,Wöschnau,SO,959.0,288.0,1247.0,,,,,CH
Früchte mit einer Mission GmbH,8583,Donzhausen,TG,1112.0,135.0,1247.0,,,,,CH
Les jardins d'Arborex Sàrl,1277,Borex,VD,1073.0,171.0,1244.0,,,,,CH
WineHost Sàrl,1026,Denges,VD,437.0,806.0,1243.0,,,,,CH
CorVinum GmbH,9525,Lenggenwil,SG,772.0,471.0,1243.0,,,,,CH
Cuisine Evasion SA,1964,Conthey,VS,909.0,333.0,1242.0,,,,,CH
Arion Sàrl commerce de vins,1260,Nyon,VD,1165.0,59.0,1224.0,,,,,CH
equinox management ag,3604,Thun,BE,1035.0,189.0,1224.0,,,,,CH
BaccaVin di Mauro Baccarin,6805,Mezzovico,TI,795.0,428.0,1223.0,,,,,CH
TH Group Switzerland AG,4710,Balsthal,SO,594.0,626.0,1220.0,,,,,CH
vigaraz GmbH,3173,Oberwangen b. Bern,BE,615.0,603.0,1218.0,,,,,CH
SÜDLAGE GmbH,6012,Obernau,LU,371.0,845.0,1216.0,,,,,CH
Bonamente GmbH,6032,Emmen,LU,887.0,329.0,1216.0,,,,,CH
ZISCH Getränke & Service AG,9315,Neukirch-Egnach,TG,630.0,585.0,1215.0,,,,,CH
Gesteco SA,1219,Châtelaine,GE,1215.0,0.0,1215.0,,,,,CH
Le Cyrano Foie Gras Sàrl,1934,Bruson,VS,549.0,666.0,1215.0,,,,,CH
Konrad Lifestyle AG,4105,Biel-Benken BL,BL,1215.0,0.0,1215.0,,,,,CH
I.V.E. by Yves Sàrl,1285,Avusy,GE,274.0,939.0,1213.0,,,,,CH
HEUBERGER Wein & Gewürze,8908,Hedingen,ZH,400.0,810.0,1210.0,,,,,CH
La Cantina Del Buongustaio Sàrl,1227,Carouge,GE,1075.0,135.0,1210.0,,,,,CH
Heinz' Weine,4053,Basel,BS,414.0,787.0,1201.0,,,,,CH
Ristorante Giardino AG,8702,Zollikon,ZH,870.0,330.0,1200.0,,,,,CH
Musati Sagl,6500,Bellinzona,TI,743.0,455.0,1198.0,,,,,CH
VINCELLO M. Schmidlin,4052,Basel,BS,1075.0,122.0,1197.0,,,,,CH
L'Etabli - Barrois,1868,Collombey,VS,1035.0,162.0,1197.0,,,,,CH
Cork and Fork GmbH,5600,Lenzburg,AG,729.0,468.0,1197.0,,,,,CH
Cronache di n'Arnia di Micioni E.,6648,Minusio,TI,548.0,646.0,1194.0,,,,,CH
Optivino Schweiz GmbH,6004,Luzern,LU,1024.0,166.0,1190.0,,,,,CH
Vivere Innenarchitektur GmbH,8607,Aathal-Seegräben,ZH,837.0,351.0,1188.0,,,,,CH
MI-FOOD MI-RAISIN SARL,1207,Genève,GE,522.0,665.0,1187.0,,,,,CH
Akylor SA,1095,Lutry,VD,1169.0,0.0,1169.0,,,,,CH
Weingeflüster KlG,8603,Schwerzenbach,ZH,791.0,371.0,1162.0,,,,,CH
MonVino AG,8630,Rüti ZH,ZH,1080.0,68.0,1148.0,,,,,CH
Affaire Pinard KLG,8004,Zürich,ZH,1148.0,0.0,1148.0,,,,,CH
AZIENDA VITIVINICOLA TERRE,6533,Lumino,TI,1035.0,113.0,1148.0,,,,,CH
Rot-Weiss-Rot Weinhandel Harald Löscher,8156,Oberhasli,ZH,711.0,437.0,1148.0,,,,,CH
Iberoal GmbH,8600,Dübendorf,ZH,731.0,416.0,1147.0,,,,,CH
Webberry GmbH,6003,Luzern,LU,600.0,545.0,1145.0,,,,,CH
Valeur Real Assets SA,6900,Lugano,TI,860.0,285.0,1145.0,,,,,CH
Carrieri Culinarium GmbH,5607,Hägglingen,AG,1064.0,80.0,1144.0,,,,,CH
Thomas Asch,8966,Oberwil-Lieli,ZH,834.0,308.0,1142.0,,,,,CH
Mavina SA,1234,Vessy,GE,666.0,473.0,1139.0,,,,,CH
Baumgartner und Frutig klg,3600,Thun,BE,617.0,518.0,1135.0,,,,,CH
Purpur Weine GmbH,3507,Biglen,BE,774.0,360.0,1134.0,,,,,CH
Strubel Sport GmbH,3775,Lenk im Simmental,BE,747.0,381.0,1128.0,,,,,CH
Jean-Pierre Schenk,1182,Gilly,VD,761.0,365.0,1126.0,,,,,CH
Fishland SA,1201,Genève,GE,1125.0,0.0,1125.0,,,,,CH
Vino San Rocco AG,4206,Seewen SO,SO,669.0,450.0,1119.0,,,,,CH
Cantina Jost Fiorante,3013,Bern,BE,950.0,167.0,1117.0,,,,,CH
Hotel-Restaurant Urweider,3862,Innertkirchen,BE,815.0,299.0,1114.0,,,,,CH
ESTAPP Mussa Luigi,1470,Estavayer-le-Lac,FR,864.0,247.0,1111.0,,,,,CH
Lafleur Wines Sàrl,1224,Chêne-Bougeries,GE,952.0,153.0,1105.0,,,,,CH
Le Cellier des Vins Fins SA,1228,Plan-les-Ouates,GE,1103.0,0.0,1103.0,,,,,CH
Selezione Maresa AG,6004,Luzern,LU,786.0,315.0,1101.0,,,,,CH
VOBAX SA,6913,Carabbia,TI,711.0,387.0,1098.0,,,,,CH
Vini Piemontesi KlG,6030,Ebikon,LU,697.0,392.0,1089.0,,,,,CH
De BLEU SA,1222,Vésenaz,GE,704.0,384.0,1088.0,,,,,CH
Yourwine Fabien Pizzinat,1201,Genève,GE,425.0,662.0,1087.0,,,,,CH
Pinard Sagl,6900,Lugano,TI,351.0,729.0,1080.0,,,,,CH
Ecoservizi Valposchiavo SA,7741,S. Carlo (Poschiavo),GR,612.0,468.0,1080.0,,,,,CH
PPizzeria Sàrl,2000,Neuchâtel,NE,405.0,675.0,1080.0,,,,,CH
Acker Switzerland GmbH,6330,Cham,ZG,912.0,167.0,1079.0,,,,,CH
La delizianna campana di Lorenzo,4713,Matzendorf,SO,946.0,129.0,1075.0,,,,,CH
Winter & Co. GmbH,4333,Münchwilen AG,AG,885.0,185.0,1070.0,,,,,CH
Valsangiacomo,6850,Mendrisio,TI,954.0,115.0,1069.0,,,,,CH
Wii & Gnuss Müller,5105,Auenstein,AG,789.0,279.0,1068.0,,,,,CH
FINOVINO GmbH,6006,Luzern,LU,612.0,455.0,1067.0,,,,,CH
Champ'Art Sàrl,2087,Cornaux NE,NE,824.0,243.0,1067.0,,,,,CH
Vinomania Sàrl,1950,Sion,VS,1056.0,5.0,1061.0,,,,,CH
Bonvinum Sàrl,1029,Villars-Ste-Croix,VD,1058.0,0.0,1058.0,,,,,CH
mercatino enoteca gmbh,3014,Bern,BE,797.0,257.0,1054.0,,,,,CH
Cave du Prieuré Sàrl,1860,Aigle,VD,851.0,200.0,1051.0,,,,,CH
SICO FOOD TRADING SA,1023,Crissier,VD,1049.0,0.0,1049.0,,,,,CH
LEBENSMITTEL FARISANO LUCIANO,8352,Elsau,ZH,900.0,145.0,1045.0,,,,,CH
COPIMEX Sàrl,1034,Boussens,VD,810.0,234.0,1044.0,,,,,CH
Crus et Domaines GmbH,6440,Brunnen,SZ,985.0,57.0,1042.0,,,,,CH
BIERI Olivier,2740,Moutier,BE,782.0,257.0,1039.0,,,,,CH
HVK Logistics Sàrl,1033,Cheseaux-Lausanne,VD,662.0,377.0,1039.0,,,,,CH
AMC Young AG,6312,Steinhausen,ZG,695.0,341.0,1036.0,,,,,CH
Athos Weine GmbH,8048,Zürich,ZH,1035.0,0.0,1035.0,,,,,CH
Weiss Import,6300,Zug,ZG,1026.0,0.0,1026.0,,,,,CH
Number 74 GmbH,8494,Bauma,ZH,409.0,615.0,1024.0,,,,,CH
BComLog SNC,1227,Les Acacias,GE,820.0,203.0,1023.0,,,,,CH
HAUSTORES Sagl,6850,Mendrisio,TI,993.0,27.0,1020.0,,,,,CH
Femme Vin & Passion Sàrl,2301,La Chaux-de-Fonds,NE,819.0,198.0,1017.0,,,,,CH
Fuchs Weine KLG,5430,Wettingen,AG,1017.0,0.0,1017.0,,,,,CH
Alpin Stephan Minder,3011,Bern,BE,459.0,558.0,1017.0,,,,,CH
Weinhandlung Paracelsus GmbH,8840,Einsiedeln,SZ,315.0,702.0,1017.0,,,,,CH
Vini Renato René Baumann,2503,Biel/Bienne,BE,947.0,68.0,1015.0,,,,,CH
Hotel Central La Fainera SA,7535,Valchava,GR,716.0,297.0,1013.0,,,,,CH
BCW SWISS GmbH,3612,Steffisburg,BE,648.0,365.0,1013.0,,,,,CH
Lisboa Winebar AG,8303,Bassersdorf,ZH,639.0,374.0,1013.0,,,,,CH
Sialia SAGL,6900,Lugano,TI,790.0,221.0,1011.0,,,,,CH
Molinaccio Vini GmbH,9502,Braunau,TG,869.0,140.0,1009.0,,,,,CH
Osteria da Francesco Cipolla,8800,Thalwil,ZH,683.0,326.0,1009.0,,,,,CH
Rickenbacher Wineloverboutique,4600,Olten,SO,522.0,486.0,1008.0,,,,,CH
Wirz Travel AG,6060,Sarnen,OW,1008.0,0.0,1008.0,,,,,CH
Zimmermann Gastronomie GmbH,9000,St. Gallen,SG,182.0,824.0,1006.0,,,,,CH
Paolino Grand Cru GmbH,6312,Steinhausen,ZG,464.0,539.0,1003.0,,,,,CH
Maison du fromage Sterchi SA,2300,La Chaux-de-Fonds,NE,810.0,189.0,999.0,,,,,CH
Bauermeister Michèle,2000,Neuchâtel,NE,766.0,230.0,996.0,,,,,CH
Bösch-Getränkehandels AG,6340,Baar,ZG,342.0,653.0,995.0,,,,,CH
GROP - GROUP RETAIL OPERATION,1260,Nyon,VD,194.0,801.0,995.0,,,,,CH
Maison Epicure SA,1112,Echichens,VD,630.0,365.0,995.0,,,,,CH
Bandol.ch. GmbH,3096,Oberbalm,BE,990.0,0.0,990.0,,,,,CH
Beat Wicki,7304,Maienfeld,GR,765.0,225.0,990.0,,,,,CH
MAIRE Philippe,4051,Basel,BS,135.0,855.0,990.0,,,,,CH
Ziltener Weingenuss,6331,Hünenberg See,ZG,443.0,545.0,988.0,,,,,CH
Binario3,8320,Fehraltorf,ZH,874.0,113.0,987.0,,,,,CH
Schmidli - Waren- und Weinhandel,3122,Kehrsatz,BE,468.0,518.0,986.0,,,,,CH
Sponte Cru Jauch,8004,Zürich,ZH,23.0,960.0,983.0,,,,,CH
Design Eco Home Sagl,6850,Mendrisio,TI,297.0,684.0,981.0,,,,,CH
Field Solutions SARL,1223,Cologny,GE,605.0,374.0,979.0,,,,,CH
Harbour House AG,8134,Adliswil,ZH,337.0,641.0,978.0,,,,,CH
Orvinum International AG,4312,Magden,AG,510.0,466.0,976.0,,,,,CH
Portmann,3073,Gümligen,BE,563.0,412.0,975.0,,,,,CH
Per Bacco SA,3800,Interlaken,BE,972.0,0.0,972.0,,,,,CH
Tatiana Budeci Wine Treasures,1218,Le Grand-Saconnex,GE,486.0,486.0,972.0,,,,,CH
Feradvisor SWISS COMPANY Inh.,6004,Luzern,LU,656.0,315.0,971.0,,,,,CH
The Wine Club Sàrl,1296,Coppet,VD,696.0,275.0,971.0,,,,,CH
Domenico Larizza Trading,3250,Lyss,BE,707.0,262.0,969.0,,,,,CH
Parente del Sannio SNC,1022,Chavannes-près-Renens,VD,669.0,300.0,969.0,,,,,CH
TAFURO GMBH,8117,Fällanden,ZH,653.0,315.0,968.0,,,,,CH
ToscanaSquisita Baumgartner,4500,Solothurn,SO,875.0,90.0,965.0,,,,,CH
Christodoulou Imports,8117,Fällanden,ZH,200.0,760.0,960.0,,,,,CH
Maxlin GmbH,3063,Ittigen,BE,959.0,0.0,959.0,,,,,CH
Piastra GmbH,3856,Brienzwiler,BE,934.0,23.0,957.0,,,,,CH
Foodex Sàrl,1196,Gland,VD,0.0,954.0,954.0,,,,,CH
LAPA - finest italian food GmbH,8424,Embrach,ZH,492.0,462.0,954.0,,,,,CH
Camera di Commercio Italiana,8002,Zürich,ZH,566.0,388.0,954.0,,,,,CH
Tanner Import und Export,6005,Luzern,LU,954.0,0.0,954.0,,,,,CH
Nostra Italia SA,1219,Châtelaine,GE,783.0,167.0,950.0,,,,,CH
